Sun Apr  7 23:14:41 2019    /home/pi/ballance/Ballance/PythonCode/stats

         14936588 function calls (14873155 primitive calls) in 77.027 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      426    0.006    0.000    0.006    0.000 {method 'readline' of '_io.BufferedReader' objects}
      359    0.006    0.000    0.006    0.000 python_message.py:842(_AddHasFieldMethod)
       92    0.006    0.000    0.006    0.000 python_message.py:403(_GetInitializeDefaultForMap)
      276    0.006    0.000    0.016    0.000 abc.py:135(<setcomp>)
      240    0.006    0.000    0.013    0.000 __init__.py:677(add)
     1514    0.006    0.000    0.016    0.000 __init__.py:424(<genexpr>)
       90    0.006    0.000    0.008    0.000 inspect.py:572(cleandoc)
      430    0.006    0.000    0.073    0.000 __init__.py:1317(safe_version)
      145    0.006    0.000    0.091    0.001 utils.py:73(verify_interface)
      359    0.005    0.000    0.101    0.000 deprecation.py:45(_add_deprecated_function_notice_to_docstring)
      230    0.005    0.000    0.021    0.000 tokenize.py:357(detect_encoding)
      531    0.005    0.000    0.136    0.000 decorators.py:181(__call__)
     1107    0.005    0.000    0.005    0.000 type_checkers.py:65(GetTypeChecker)
       40    0.005    0.000    0.066    0.002 __init__.py:4(<module>)
     2823    0.005    0.000    0.006    0.000 containers.py:210(__len__)
      969    0.005    0.000    0.005    0.000 functools.py:73(wraps)
      218    0.005    0.000    0.013    0.000 pyparsing.py:3219(__init__)
  225/224    0.005    0.000    0.331    0.001 sre_parse.py:819(parse)
     1514    0.005    0.000    0.010    0.000 __init__.py:422(<genexpr>)
      445    0.005    0.000    0.005    0.000 {built-in method builtins.repr}
        4    0.005    0.001    0.005    0.001 {built-in method _ctypes.dlopen}
     1394    0.005    0.000    0.010    0.000 encoder.py:111(_TagSize)
        2    0.005    0.003   11.201    5.600 __init__.py:25(<module>)
        1    0.005    0.005    0.005    0.005 SSL.py:439(Context)
      409    0.005    0.000    0.006    0.000 enum.py:301(__setattr__)
     2074    0.005    0.000    0.005    0.000 MathModule.py:35(clamp)
      429    0.005    0.000    0.008    0.000 posixpath.py:145(dirname)
      883    0.005    0.000    0.011    0.000 python_message.py:1537(__init__)
      119    0.005    0.000    0.005    0.000 sre_compile.py:376(<listcomp>)
     2301    0.005    0.000    0.005    0.000 {method 'find' of 'bytearray' objects}
      690    0.005    0.000    0.008    0.000 sre_compile.py:386(_simple)
4999/4316    0.005    0.000    0.036    0.000 {built-in method builtins.issubclass}
        1    0.005    0.005    0.006    0.006 period.py:112(PeriodIndex)
       20    0.005    0.000   73.519    3.676 __init__.py:16(<module>)
      359    0.005    0.000    0.007    0.000 python_message.py:1217(_AddIsInitializedMethod)
      544    0.005    0.000    0.006    0.000 tf_decorator.py:138(__init__)
     2268    0.005    0.000    0.006    0.000 inspect.py:2710(<genexpr>)
      446    0.005    0.000    0.045    0.000 <frozen importlib._bootstrap_external>:1309(path_hook_for_FileFinder)
      864    0.005    0.000    0.010    0.000 _weakrefset.py:58(__iter__)
       20    0.005    0.000    0.005    0.000 {built-in method _imp.create_builtin}
     2652    0.005    0.000    0.006    0.000 sre_parse.py:153(__len__)
     1732    0.005    0.000    0.005    0.000 fromnumeric.py:70(<dictcomp>)
       45    0.005    0.000    1.554    0.035 __init__.py:5(<module>)
        1    0.005    0.005    0.012    0.012 cbook.py:7(<module>)
       37    0.005    0.000    0.005    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      359    0.004    0.000    0.004    0.000 python_message.py:1133(_AddMergeFromStringMethod)
      573    0.004    0.000    0.036    0.000 __init__.py:911(__setitem__)
       13    0.004    0.000    0.043    0.003 ops.py:41(_create_methods)
      696    0.004    0.000    0.006    0.000 mimetypes.py:78(add_type)
      806    0.004    0.000    0.010    0.000 python_message.py:456(MakeRepeatedScalarDefault)
       92    0.004    0.000    0.058    0.001 all_util.py:30(make_all)
       14    0.004    0.000    0.004    0.000 {built-in method builtins.print}
      946    0.004    0.000    0.004    0.000 {method 'decode' of 'bytes' objects}
      480    0.004    0.000    0.005    0.000 genericpath.py:111(_splitext)
      806    0.004    0.000    0.006    0.000 containers.py:241(__init__)
      359    0.004    0.000    0.011    0.000 descriptor_pool.py:199(AddDescriptor)
     3568    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1192(<genexpr>)
        1    0.004    0.004    0.055    0.055 mmal.py:34(<module>)
      219    0.004    0.000    0.011    0.000 python_message.py:741(_AddPropertiesForNonRepeatedCompositeField)
      189    0.004    0.000    0.004    0.000 {built-in method _ctypes.POINTER}
      359    0.004    0.000    0.004    0.000 python_message.py:800(_AddStaticMethods)
      684    0.004    0.000    0.006    0.000 __init__.py:2516(key)
      322    0.004    0.000    0.009    0.000 enum.py:51(__setitem__)
      242    0.004    0.000    0.004    0.000 {built-in method _warnings.warn}
     3065    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap>:716(find_spec)
        1    0.004    0.004    0.004    0.004 calendar.py:127(Calendar)
      254    0.004    0.000    0.013    0.000 __init__.py:1952(<genexpr>)
        1    0.004    0.004    0.006    0.006 necompiler.py:11(<module>)
      119    0.004    0.000    0.053    0.000 _typecheck.py:231(check_accepts)
      359    0.004    0.000    0.004    0.000 python_message.py:988(_AddEqualsMethod)
        1    0.004    0.004    0.057    0.057 descriptor_pb2.py:5(<module>)
      762    0.004    0.000    0.004    0.000 {method 'expandtabs' of 'str' objects}
      359    0.004    0.000    0.094    0.000 python_message.py:597(_AddPropertiesForFields)
      222    0.004    0.000    0.528    0.002 __init__.py:1(<module>)
     3218    0.004    0.000    0.004    0.000 python_message.py:833(<lambda>)
      698    0.004    0.000    0.006    0.000 __init__.py:1516(isEnabledFor)
       25    0.004    0.000    0.009    0.000 doccer.py:12(docformat)
      185    0.004    0.000    0.074    0.000 descriptor.py:138(GetOptions)
      674    0.004    0.000    0.010    0.000 __init__.py:1331(log)
     3503    0.003    0.000    0.003    0.000 {method 'pack' of 'Struct' objects}
      285    0.003    0.000    0.012    0.000 function_base.py:431(add_newdoc)
      254    0.003    0.000    0.359    0.001 __init__.py:1934(find_on_path)
     1634    0.003    0.000    0.003    0.000 version.py:244(<genexpr>)
     2531    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:427(has_location)
     3824    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
      368    0.003    0.000    0.005    0.000 sre_parse.py:312(_class_escape)
      739    0.003    0.000    0.005    0.000 __init__.py:2664(__getattr__)
        1    0.003    0.003    0.043    0.043 xla_data_pb2.py:4(<module>)
  567/334    0.003    0.000    0.007    0.000 _typecheck.py:177(_replace_forward_references)
     1168    0.003    0.000    0.009    0.000 version.py:53(__eq__)
      719    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
      100    0.003    0.000    0.009    0.000 decoder.py:607(DecodeRepeatedField)
      312    0.003    0.000    0.007    0.000 inspect.py:484(_findclass)
     1166    0.003    0.000    0.010    0.000 version.py:47(__lt__)
     1326    0.003    0.000    0.004    0.000 inspect.py:2764(<genexpr>)
       20    0.003    0.000    1.021    0.051 load_library.py:33(load_op_library)
        1    0.003    0.003    2.252    2.252 standard_ops.py:17(<module>)
     3274    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
      400    0.003    0.000    0.005    0.000 descriptor.py:168(__init__)
      151    0.003    0.000    0.012    0.000 pyparsing.py:3349(__init__)
      137    0.003    0.000    0.003    0.000 {built-in method _imp.exec_dynamic}
   137/99    0.003    0.000    2.123    0.021 <frozen importlib._bootstrap_external>:911(create_module)
      240    0.003    0.000    0.081    0.000 __init__.py:1929(<listcomp>)
        1    0.003    0.003    0.005    0.005 __init__.py:1062(_rc_params_in_file)
      480    0.003    0.000    0.037    0.000 version.py:74(__init__)
      533    0.003    0.000    0.003    0.000 _weakrefset.py:81(add)
        1    0.003    0.003    0.003    0.003 dataset_ops.py:2306(InterleaveDataset)
     2376    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:819(get_filename)
     1694    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
       60    0.003    0.000    0.004    0.000 descriptor.py:882(__init__)
     3973    0.003    0.000    0.003    0.000 inspect.py:319(<lambda>)
      230    0.003    0.000    0.004    0.000 sre_parse.py:217(__init__)
      417    0.003    0.000    0.010    0.000 __init__.py:1462(_fn)
      698    0.003    0.000    0.003    0.000 __init__.py:1502(getEffectiveLevel)
        1    0.003    0.003    0.004    0.004 __init__.py:178(<listcomp>)
      402    0.003    0.000    0.023    0.000 inspect.py:553(getdoc)
       17    0.003    0.000    0.003    0.000 generic.py:6(create_pandas_abc_type)
      339    0.003    0.000    0.004    0.000 decoder.py:537(StringDecoder)
     3919    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
      206    0.003    0.000    0.022    0.000 inspect.py:2777(__eq__)
        1    0.003    0.003    0.088    0.088 hlo_pb2.py:4(<module>)
      173    0.003    0.000    1.905    0.011 python_message.py:1135(MergeFromString)
      412    0.003    0.000    0.003    0.000 inspect.py:2767(<dictcomp>)
      240    0.003    0.000    0.050    0.000 __init__.py:2444(__init__)
      697    0.003    0.000    0.005    0.000 decoder.py:212(SpecificDecoder)
      444    0.003    0.000    0.004    0.000 sre_parse.py:362(_escape)
      359    0.003    0.000    0.003    0.000 python_message.py:494(_AddInitMethod)
  252/124    0.003    0.000    0.051    0.000 pyparsing.py:3322(copy)
      641    0.003    0.000    0.018    0.000 re.py:160(match)
      186    0.003    0.000    0.003    0.000 decorators.py:134(__call__)
      192    0.003    0.000    0.111    0.001 __init__.py:2427(_version_from_file)
      553    0.003    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
      155    0.003    0.000    0.003    0.000 __init__.py:364(__getitem__)
     1039    0.003    0.000    0.003    0.000 pivideostream.py:45(read)
        1    0.003    0.003    0.163    0.163 config_pb2.py:4(<module>)
    44/20    0.002    0.000    0.012    0.001 pyparsing.py:3506(parseImpl)
        2    0.002    0.001    0.212    0.106 pyparsing.py:61(<module>)
     2074    0.002    0.000    0.002    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      339    0.002    0.000    0.011    0.000 encoder.py:683(StringEncoder)
        1    0.002    0.002    0.067    0.067 backend.py:19(<module>)
        1    0.002    0.002    0.635    0.635 math_ops.py:18(<module>)
        2    0.002    0.001    0.193    0.096 ops.py:15(<module>)
      119    0.002    0.000    0.008    0.000 sre_compile.py:374(_mk_bitmap)
      480    0.002    0.000    0.008    0.000 posixpath.py:115(splitext)
      149    0.002    0.000    0.007    0.000 pyparsing.py:3678(__init__)
      224    0.002    0.000    0.287    0.001 sre_compile.py:516(_code)
      363    0.002    0.000    0.006    0.000 decoder.py:681(MessageDecoder)
      531    0.002    0.000    0.003    0.000 __init__.py:23(find_module)
       21    0.002    0.000    0.002    0.000 {built-in method _hashlib.openssl_md5}
      240    0.002    0.000    0.088    0.000 __init__.py:1923(_by_version)
       11    0.002    0.000    0.118    0.011 __init__.py:7(<module>)
       33    0.002    0.000    0.004    0.000 doccer.py:128(indentcount_lines)
      424    0.002    0.000    0.078    0.000 {built-in method builtins.next}
  336/332    0.002    0.000    0.003    0.000 pyparsing.py:349(__init__)
      419    0.002    0.000    0.005    0.000 inspect.py:446(unwrap)
     1319    0.002    0.000    0.004    0.000 sre_compile.py:101(fixup)
        3    0.002    0.001    0.038    0.013 __init__.py:907(__init__)
      314    0.002    0.000    0.004    0.000 sre_parse.py:78(opengroup)
      312    0.002    0.000    0.012    0.000 inspect.py:494(_finddoc)
  230/228    0.002    0.000    0.046    0.000 containers.py:428(__eq__)
      426    0.002    0.000    0.007    0.000 tokenize.py:387(find_cookie)
       92    0.002    0.000    0.002    0.000 all_util.py:49(<listcomp>)
        1    0.002    0.002    0.045    0.045 generic_tree_model_pb2.py:4(<module>)
      134    0.002    0.000    0.036    0.000 inspect.py:1026(getargspec)
      457    0.002    0.000    0.003    0.000 inspect.py:2494(__eq__)
     2772    0.002    0.000    0.002    0.000 {method 'upper' of 'str' objects}
        2    0.002    0.001    0.002    0.001 {built-in method _tensorflow_wrap_interpreter_wrapper.InterpreterWrapper_CreateWrapperCPPFromFile}
       40    0.002    0.000    0.005    0.000 config.py:410(register_option)
     2424    0.002    0.000    0.002    0.000 inspect.py:2435(name)
      192    0.002    0.000    0.118    0.001 __init__.py:2821(_reload_version)
      162    0.002    0.000    0.026    0.000 __init__.py:1401(get_metadata)
     1753    0.002    0.000    0.002    0.000 descriptor.py:319(<genexpr>)
     1753    0.002    0.000    0.002    0.000 descriptor.py:318(<genexpr>)
     1209    0.002    0.000    0.002    0.000 {built-in method sys._getframe}
      359    0.002    0.000    0.002    0.000 python_message.py:1454(_AddPrivateHelperMethods)
        1    0.002    0.002    0.002    0.002 entities.py:1(<module>)
     2007    0.002    0.000    0.002    0.000 version.py:298(_parse_letter_version)
   119/21    0.002    0.000    0.053    0.003 pyparsing.py:3247(leaveWhitespace)
      359    0.002    0.000    0.015    0.000 symbol_database.py:68(RegisterMessage)
      409    0.002    0.000    0.012    0.000 encoder.py:750(MessageEncoder)
      224    0.002    0.000    0.002    0.000 {built-in method _sre.compile}
     2661    0.002    0.000    0.002    0.000 inspect.py:2447(kind)
       16    0.002    0.000    0.375    0.023 __init__.py:602(add_entry)
     1090    0.002    0.000    0.003    0.000 sre_parse.py:75(groups)
      111    0.002    0.000    0.007    0.000 __init__.py:2709(insert_on)
     3212    0.002    0.000    0.002    0.000 {method 'join' of 'bytes' objects}
        1    0.002    0.002    0.015    0.015 bcm_host.py:34(<module>)
        1    0.002    0.002    0.005    0.005 six.py:21(<module>)
        1    0.002    0.002    0.027    0.027 test_log_pb2.py:4(<module>)
      458    0.002    0.000    0.002    0.000 descriptor_pool.py:325(_AddFileDescriptor)
      837    0.002    0.000    0.002    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
       39    0.002    0.000    0.003    0.000 descriptor.py:642(__init__)
        2    0.002    0.001    0.051    0.025 numeric.py:1(<module>)
       34    0.002    0.000    0.008    0.000 __init__.py:1790(get_metadata)
      359    0.002    0.000    0.002    0.000 python_message.py:1221(<listcomp>)
      900    0.002    0.000    0.003    0.000 copyreg.py:87(__newobj__)
      359    0.002    0.000    0.002    0.000 python_message.py:381(_AddClassAttributesForNestedExtensions)
      409    0.002    0.000    0.005    0.000 encoder.py:292(MessageSizer)
      173    0.002    0.000    1.910    0.011 message.py:181(ParseFromString)
      416    0.002    0.000    0.029    0.000 re.py:175(sub)
        1    0.002    0.002    0.037    0.037 meta_graph_pb2.py:4(<module>)
     2373    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:664(create_module)
     1890    0.002    0.000    0.002    0.000 {built-in method _sre.getlower}
      330    0.002    0.000    0.003    0.000 _weakrefset.py:26(__exit__)
  252/124    0.002    0.000    0.041    0.000 pyparsing.py:3324(<listcomp>)
      422    0.002    0.000    0.007    0.000 deprecation.py:69(_validate_deprecation_args)
     3973    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
